OSEBuildingID,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),Outlier,TotalGHGEmissions,GHGEmissionsIntensity
1,NonResidential,Hotel,7,DOWNTOWN,47.6122,-122.33799,1927,1.0,12,88434,0,88434,Hotel,Hotel,88434.0,,0.0,,0.0,60.0,7226362.5,2003882.0,3946027.0,1276453.0,,249.98,2.83
2,NonResidential,Hotel,7,DOWNTOWN,47.61317,-122.33393,1996,1.0,11,103566,15064,88502,"Hotel, Parking, Restaurant",Hotel,83880.0,Parking,15064.0,Restaurant,4622.0,61.0,8387933.0,0.0,3242851.0,5145082.0,,295.86,2.86
3,NonResidential,Hotel,7,DOWNTOWN,47.61393,-122.3381,1969,1.0,41,956110,196718,759392,Hotel,Hotel,756493.0,,0.0,,0.0,43.0,72587024.0,21566554.0,49526664.0,1493800.0,,2089.28,2.19
5,NonResidential,Hotel,7,DOWNTOWN,47.61412,-122.33664,1926,1.0,10,61320,0,61320,Hotel,Hotel,61320.0,,0.0,,0.0,56.0,6794584.0,2214446.25,2768924.0,1811213.0,,286.43,4.67
8,NonResidential,Hotel,7,DOWNTOWN,47.61375,-122.34047,1980,1.0,18,175580,62000,113580,"Hotel, Parking, Swimming Pool",Hotel,123445.0,Parking,68009.0,Swimming Pool,0.0,75.0,14172606.0,0.0,5368607.0,8803998.0,,505.01,2.88
9,Nonresidential COS,Other,7,DOWNTOWN,47.61623,-122.33657,1999,1.0,2,97288,37198,60090,Police Station,Police Station,88830.0,,0.0,,0.0,,12086616.0,0.0,7371434.0,4715182.0,,301.81,3.1
10,NonResidential,Hotel,7,DOWNTOWN,47.6139,-122.33283,1926,1.0,11,83008,0,83008,Hotel,Hotel,81352.0,,0.0,,0.0,27.0,5758795.0,0.0,2811215.0,2947580.0,,176.14,2.12
11,NonResidential,Other,7,DOWNTOWN,47.61327,-122.33136,1926,1.0,8,102761,0,102761,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,102761.0,,0.0,,0.0,,6298131.5,2276286.5,3636655.0,385189.0,,221.51,2.16
12,NonResidential,Hotel,7,DOWNTOWN,47.60294,-122.33263,1904,1.0,15,163984,0,163984,Hotel,Hotel,163984.0,,0.0,,0.0,43.0,13723820.0,0.0,7297919.0,6425900.0,,392.16,2.39
15,NonResidential,Hotel,7,DOWNTOWN,47.60695,-122.33414,1969,1.0,11,153163,19279,133884,Hotel,Hotel,133884.0,,0.0,,0.0,30.0,16016644.0,5237165.5,6187627.0,4591850.0,,691.26,4.51
16,NonResidential,Hotel,7,DOWNTOWN,47.60713,-122.33323,1998,1.0,25,333176,61161,272015,Hotel,Hotel,336640.0,,0.0,,0.0,36.0,26941110.0,5999360.5,18083049.0,2858700.0,,740.97,2.22
17,NonResidential,Hotel,7,DOWNTOWN,47.60699,-122.33346,1928,1.0,9,65009,0,65009,Hotel,Hotel,65009.0,,0.0,,0.0,48.0,6596057.5,1656352.5,1343000.0,3596705.0,,328.23,5.05
18,NonResidential,Hotel,7,DOWNTOWN,47.60809,-122.33212,1980,1.0,33,315952,57600,258352,"Hotel, Parking",Hotel,295511.0,Parking,57600.0,,0.0,58.0,22325364.0,4337738.5,13904183.0,4083440.0,,648.62,2.05
19,NonResidential,Hotel,7,DOWNTOWN,47.60755,-122.33244,1922,1.0,11,92190,25200,66990,"Hotel, Parking",Hotel,67390.0,Parking,25200.0,,0.0,35.0,10750010.0,4870847.5,3832369.0,2046793.0,,511.39,5.55
21,Nonresidential COS,Other,7,DOWNTOWN,47.60649,-122.33297,2004,1.0,11,412000,57000,355000,"Data Center, Library, Parking",Library,364913.0,Parking,49000.0,Data Center,1074.0,,18588860.0,737559.5,17851297.0,0.0,,181.38,0.44
22,NonResidential,Other,7,DOWNTOWN,47.60546,-122.33279,1930,1.0,6,103911,0,103911,"Fitness Center/Health Club/Gym, Office, Swimming Pool",Fitness Center/Health Club/Gym,90000.0,Office,40000.0,Swimming Pool,0.0,,9956396.0,4592347.5,4453868.0,910180.0,,433.86,4.18
23,NonResidential,Hotel,7,DOWNTOWN,47.60681,-122.33078,1983,1.0,28,416281,85000,331281,"Hotel, Parking",Hotel,348329.0,Parking,85000.0,,0.0,31.0,33556756.0,0.0,21225277.0,12331475.0,,802.89,1.93
24,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60515,-122.33159,1907,1.0,5,57452,0,57452,"Office, Other, Other - Lodging/Residential, Restaurant, Social/Meeting Hall",Social/Meeting Hall,16442.0,Restaurant,15505.0,Office,9741.0,,7606084.5,1776201.875,3764791.0,2065091.0,,273.02,4.75
25,NonResidential,Hotel,7,DOWNTOWN,47.60376,-122.33194,1916,1.0,10,104352,0,104352,Hotel,Hotel,104352.0,,0.0,,0.0,39.0,10154608.0,3430862.0,5908370.0,815376.0,,349.32,3.35
26,NonResidential,Other,7,DOWNTOWN,47.60265,-122.33051,1916,1.0,10,540360,0,540360,Courthouse,Courthouse,537150.0,,0.0,,0.0,76.0,44984468.0,0.0,24357833.0,20626631.0,,1265.29,2.34
27,NonResidential,Other,3,DOWNTOWN,47.60378,-122.32842,1985,1.0,19,385274,0,385274,Other,Other,385274.0,,0.0,,0.0,,47859812.0,0.0,18257661.0,29602150.0,,1699.45,4.41
28,SPS-District K-12,K-12 School,2,SOUTHEAST,47.54576,-122.26853,1961,1.0,2,56228,0,56228,K-12 School,K-12 School,58916.0,,0.0,,0.0,95.0,1539478.5,0.0,936955.0,602523.0,,38.53,0.69
29,NonResidential,Hotel,4,NORTHEAST,47.65959,-122.31755,2001,1.0,6,88592,30586,58006,"Hotel, Parking",Hotel,58006.0,Parking,30586.0,,0.0,84.0,3663534.5,0.0,2266231.0,1397303.0,,90.01,1.02
30,NonResidential,University,7,DOWNTOWN,47.61816,-122.33629,1928,1.0,7,126593,0,126593,College/University,College/University,125000.0,,0.0,,0.0,,11343686.0,0.0,4647474.0,6696211.0,,388.04,3.07
31,NonResidential,Other,7,DOWNTOWN,47.615,-122.33081,1930,1.0,2,67224,0,67224,Automobile Dealership,Automobile Dealership,67224.0,,0.0,,0.0,,1310236.625,0.0,1310236.0,0.0,,9.13,0.14
32,NonResidential,Hotel,7,EAST,47.61301,-122.32929,1991,1.0,8,158676,30301,128375,"Hotel, Parking, Retail Store, Swimming Pool",Hotel,112676.0,Parking,42000.0,Retail Store,4500.0,,5328051.5,0.0,572307.0,4755745.0,,256.57,1.62
33,NonResidential,Hotel,7,DOWNTOWN,47.61784,-122.32966,2001,1.0,10,171866,38281,133585,Hotel,Hotel,128909.0,,0.0,,0.0,57.0,11061916.0,0.0,5610706.0,5451210.0,,328.63,1.91
35,NonResidential,Hotel,7,DOWNTOWN,47.61558,-122.34186,1978,1.0,5,68410,16200,52210,Hotel,Hotel,47994.0,,0.0,,0.0,57.0,4456714.5,0.0,2346349.0,2110365.0,,128.44,1.88
36,SPS-District K-12,K-12 School,5,NORTH,47.70994,-122.29301,1949,1.0,2,160645,0,160645,K-12 School,K-12 School,164229.0,,0.0,,0.0,75.0,6779173.0,0.0,1947601.0,4831572.0,,270.18,1.68
38,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.6641,-122.33118,1906,1.0,3,87262,0,87262,"K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",Office,40943.0,K-12 School,18153.0,Other - Entertainment/Public Assembly,4307.0,,4145920.5,0.0,1352843.0,2793077.0,,157.77,1.81
40,NonResidential,Hotel,4,NORTHEAST,47.66583,-122.29965,1994,1.0,4,81871,0,81871,Hotel,Hotel,81871.0,,0.0,,0.0,29.0,6668568.5,0.0,3016399.0,3652169.0,,215.0,2.63
41,NonResidential,Self-Storage Facility,4,NORTHEAST,47.66172,-122.29598,1955,1.0,2,110356,0,110356,Self-Storage Facility,Self-Storage Facility,26225.0,,0.0,,0.0,,318364.8125,0.0,281265.0,37100.0,,3.93,0.04
43,Campus,Mixed Use Property,2,GREATER DUWAMISH,47.53493,-122.31788,1992,1.0,3,494835,0,494835,"Energy/Power Station, Laboratory, Manufacturing/Industrial Plant, Non-Refrigerated Warehouse, Office",Office,757027.0,Laboratory,639931.0,Non-Refrigerated Warehouse,459748.0,8.0,448385312.0,0.0,150476283.0,297909000.0,,16870.98,34.09
46,NonResidential,Warehouse,2,GREATER DUWAMISH,47.51138,-122.28875,1961,3.0,2,714095,0,714095,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Non-Refrigerated Warehouse,616000.0,Refrigerated Warehouse,276000.0,Office,71000.0,,44731160.0,0.0,44731153.0,0.0,,311.84,0.44
50,SPS-District K-12,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.65671,-122.39047,1990,1.0,2,54986,0,54986,K-12 School,K-12 School,54986.0,,0.0,,0.0,97.0,1650279.25,0.0,1217589.0,432690.0,,31.47,0.57
51,SPS-District K-12,K-12 School,4,NORTHEAST,47.68252,-122.29498,1950,1.0,2,175565,0,175565,K-12 School,K-12 School,182861.0,,0.0,,0.0,88.0,6399127.5,0.0,1599684.0,4799443.0,,266.05,1.52
52,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.66587,-122.38476,1961,1.0,2,94900,0,94900,"Non-Refrigerated Warehouse, Office",Office,55586.0,Non-Refrigerated Warehouse,39314.0,,0.0,57.0,6186461.5,0.0,4291585.0,1894876.0,,130.56,1.38
53,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.58034,-122.31132,1900,1.0,2,52554,0,52554,"Office, Other - Education",Office,51029.0,Other - Education,7849.0,,0.0,83.0,2951331.25,0.0,1579749.0,1371582.0,,83.86,1.6
54,NonResidential,K-12 School,6,NORTHWEST,47.68891,-122.33553,1954,1.0,3,175015,0,175015,K-12 School,K-12 School,175015.0,,0.0,,0.0,95.0,6994740.5,0.0,2679739.0,4315001.0,,247.85,1.42
55,NonResidential,Self-Storage Facility,7,DOWNTOWN,47.61351,-122.35129,1911,1.0,3,70586,0,70586,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,38439.0,Vocational School,28197.0,Office,3859.0,,2158629.0,0.0,1500229.0,658400.0,,45.43,0.64
56,NonResidential,Hotel,7,DOWNTOWN,47.60946,-122.33337,1969,1.0,24,332210,205970,126240,Hotel,Hotel,348630.0,,0.0,,0.0,67.0,16163194.0,0.0,12204406.0,3958787.0,,295.33,0.89
57,NonResidential,Large Office,7,DOWNTOWN,47.6113,-122.33659,1973,1.0,5,168115,0,168115,"Data Center, Office, Retail Store",Office,103362.0,Retail Store,65676.0,Data Center,493.0,78.0,9536161.0,0.0,9536160.0,0.0,,66.48,0.4
58,NonResidential,Other,7,DOWNTOWN,47.61076,-122.33765,1920,1.0,2,57428,0,57428,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,,0.0,,1247362.0,0.0,714939.0,532423.0,,33.26,0.58
59,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61048,-122.33794,1910,1.0,8,59400,0,59400,"Office, Retail Store",Office,34947.0,Retail Store,4993.0,,0.0,14.0,5071974.0,0.0,5071973.0,0.0,,35.36,0.6
60,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60886,-122.33744,1926,1.0,2,52549,0,52549,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,Office,5459.0,,15026196.0,0.0,4632459.0,10393737.0,,584.31,11.12
62,NonResidential,Hotel,7,DOWNTOWN,47.61233,-122.33432,1930,1.0,20,98634,10043,88591,"Hotel, Parking, Restaurant",Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,71.0,4841347.5,0.0,4290059.0,551288.0,,59.19,0.6
63,NonResidential,Hotel,7,DOWNTOWN,47.61087,-122.33339,1982,1.0,34,994212,146694,847518,"Hotel, Parking, Swimming Pool",Hotel,994212.0,Parking,117668.0,Swimming Pool,0.0,63.0,80469216.0,11598686.0,45545529.0,23324992.0,,2451.58,2.47
65,NonResidential,Hotel,7,DOWNTOWN,47.60997,-122.34138,1985,1.0,7,71150,0,71150,"Hotel, Parking, Restaurant, Retail Store",Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,98.0,5348309.0,0.0,3243900.0,2104408.0,,134.38,1.89
66,NonResidential,Hotel,7,DOWNTOWN,47.61155,-122.34114,1908,1.0,7,122810,0,122810,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,99.0,5401277.5,0.0,1293561.0,4107716.0,,227.18,1.85
67,NonResidential,Hotel,7,LAKE UNION,47.61986,-122.34413,1959,1.0,5,113173,42546,70627,"Hotel, Parking",Hotel,70627.0,Parking,42546.0,,0.0,86.0,5284343.5,0.0,2944680.0,2339663.0,,144.79,1.28
68,NonResidential,Hotel,7,LAKE UNION,47.62001,-122.34274,2000,1.0,7,150453,34735,115718,Hotel,Hotel,107547.0,Restaurant,3000.0,,0.0,84.0,6715187.0,0.0,3396109.0,3319078.0,,199.95,1.33
69,NonResidential,Hotel,7,LAKE UNION,47.62025,-122.34314,1997,1.0,6,116300,28200,88100,Hotel,Hotel,88490.0,Parking,28300.0,,0.0,80.0,5827595.5,0.0,3188457.0,2639138.0,,162.39,1.4
70,NonResidential,Hotel,7,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1998,1.0,6,155602,36744,118858,Hotel,Hotel,155602.0,,0.0,,0.0,81.0,6836900.0,0.0,4558937.0,2277962.0,,152.76,0.98
73,NonResidential,K-12 School,3,EAST,47.63442,-122.30793,1911,1.0,3,56072,0,56072,K-12 School,K-12 School,56072.0,,0.0,,0.0,76.0,3234787.75,0.0,551867.0,2682920.0,,146.34,2.61
77,NonResidential,Hotel,7,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456,1999,1.0,4,122942,44891,78051,"Hotel, Parking",Hotel,78051.0,Parking,44891.0,,0.0,94.0,5337334.0,0.0,2423730.0,2913604.0,,171.64,1.4
82,NonResidential,Small- and Mid-Sized Office,3,CENTRAL,47.60823,-122.30956,1962,1.0,2,54984,0,54984,Office,Office,54984.0,,0.0,,0.0,71.0,3375211.0,0.0,1978230.0,1396981.0,,87.98,1.6
84,NonResidential,Senior Care Community,1,SOUTHWEST,47.55837,-122.37751,1922,1.0,5,217603,0,217603,"Parking, Senior Care Community",Senior Care Community,296313.0,Parking,0.0,,0.0,54.0,42792072.0,0.0,11824772.0,30967300.0,,1727.11,7.94
85,NonResidential,Senior Care Community,5,NORTHWEST,47.72426,-122.35599,1970,1.0,2,93397,0,93397,Senior Care Community,Senior Care Community,93397.0,,0.0,,0.0,1.0,16402563.0,0.0,5679498.0,10723064.0,,609.1,6.52
86,NonResidential,Hotel,7,LAKE UNION,47.61988,-122.33211,2008,1.0,6,84103,20732,63371,"Hotel, Parking",Hotel,63371.0,Parking,20732.0,,0.0,74.0,3706100.25,0.0,2812688.0,893412.0,,67.06,0.8
89,NonResidential,Medical Office,3,EAST,47.61244,-122.3214,1965,1.0,3,179014,0,179014,Medical Office,Medical Office,179014.0,,0.0,,0.0,48.0,16701055.0,0.0,9886484.0,6814570.0,,430.84,2.41
95,NonResidential,Hotel,3,EAST,47.60898,-122.32693,1908,1.0,7,76631,0,76631,Hotel,Hotel,76631.0,,0.0,,0.0,71.0,7258758.5,0.0,2660742.0,4598016.0,,262.75,3.43
96,NonResidential,Mixed Use Property,3,EAST,47.60845,-122.32637,1983,1.0,6,99780,9341,90439,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,40174.0,Parking,20868.0,Office,17020.0,,15473117.0,5327802.5,10145313.0,0.0,,481.97,4.83
98,NonResidential,Retail Store,7,LAKE UNION,47.62237,-122.33805,1929,1.0,2,58320,0,58320,Retail Store,Retail Store,72072.0,,0.0,,0.0,96.0,1049748.625,0.0,361803.0,687945.0,,39.06,0.67
100,NonResidential,Large Office,7,LAKE UNION,47.62424,-122.33646,2010,1.0,5,316306,0,316306,"Office, Other, Parking, Retail Store",Office,261826.0,Parking,150726.0,Other,15139.0,96.0,13795954.0,0.0,12871091.0,924861.0,,138.85,0.44
102,NonResidential,Hotel,3,LAKE UNION,47.62642,-122.33325,1990,1.0,7,282863,44766,238097,"Hotel, Parking",Hotel,235788.0,Parking,51537.0,,0.0,37.0,19459304.0,0.0,10980652.0,8478651.0,,526.85,1.86
103,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1,389000,0,389000,Other,Other,368000.0,,0.0,,0.0,,23658978.0,6093150.0,14419146.0,688680.0,,607.41,1.56
104,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1,91213,0,91213,Other,Other,65000.0,,0.0,,0.0,,8141155.5,4120130.0,3754115.0,0.0,,344.2,3.77
106,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1938,1.0,5,396085,0,396085,Other,Other,278500.0,,0.0,,0.0,,20955026.0,9763690.0,7252325.0,0.0,,804.2,2.03
107,NonResidential,Large Office,7,LAKE UNION,47.62112,-122.33629,2010,1.0,12,571329,0,571329,"Office, Other, Parking",Office,598801.0,Parking,310699.0,Other,26203.0,91.0,39605888.0,0.0,32206199.0,7399685.0,,617.52,1.08
110,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1962,1.0,2,52000,0,52000,Other,Other,52000.0,,0.0,,0.0,,2726369.0,1202380.0,1293349.0,0.0,,101.83,1.96
111,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1928,1.0,1,60696,0,60696,Other,Other,108000.0,,0.0,,0.0,,875943.3125,0.0,875943.0,0.0,,6.11,0.1
112,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,1.0,2,262048,0,262048,Other,Other,296000.0,,0.0,,0.0,,20723248.0,5137220.0,13512686.0,0.0,,490.73,1.87
113,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1986,1.0,2,66240,2352,63888,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,,4166306.25,0.0,4166305.0,0.0,,29.04,0.44
114,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443,2010,1.0,6,920598,303707,616891,"Office, Other, Parking",Office,729584.0,Parking,185014.0,Other,6000.0,93.0,36667044.0,0.0,27597261.0,9069780.0,,674.09,0.73
115,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970,1.0,4,76213,25930,50283,"Office, Other, Parking",Office,48546.0,Parking,21454.0,Other,2406.0,68.0,3476212.5,0.0,2944692.0,531520.0,,48.76,0.64
116,NonResidential,Hotel,7,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002,1.0,6,96910,36934,59976,"Hotel, Parking",Hotel,59976.0,Parking,36934.0,,0.0,56.0,5155568.5,0.0,2637011.0,2518558.0,,152.14,1.57
117,NonResidential,Hotel,4,NORTHEAST,47.65772,-122.31756,1962,2.0,4,50017,0,50017,"Hotel, Swimming Pool",Hotel,50017.0,Swimming Pool,0.0,,0.0,53.0,5448975.0,0.0,2128306.0,3320669.0,,191.2,3.82
119,NonResidential,K-12 School,3,EAST,47.62548,-122.30828,1923,1.0,3,67743,0,67743,K-12 School,K-12 School,67743.0,,0.0,,0.0,34.0,2646879.0,0.0,1337786.0,1309093.0,,78.85,1.16
120,NonResidential,K-12 School,3,EAST,47.62644,-122.30429,1908,1.0,6,194104,0,194104,K-12 School,K-12 School,194104.0,,0.0,,0.0,100.0,6219841.5,0.0,1887893.0,4331949.0,,243.23,1.25
121,NonResidential,Small- and Mid-Sized Office,3,SOUTHEAST,47.58408,-122.30125,2003,1.0,3,99433,35752,63681,"Office, Parking",Office,63681.0,Parking,35752.0,,0.0,63.0,4897760.0,0.0,4897760.0,0.0,,34.14,0.34
125,SPS-District K-12,K-12 School,2,GREATER DUWAMISH,47.56413,-122.31208,1957,1.0,1,130862,0,130862,K-12 School,K-12 School,134446.0,,0.0,,0.0,61.0,6456026.0,0.0,2262820.0,4193207.0,,238.48,1.82
127,SPS-District K-12,K-12 School,2,SOUTHEAST,47.55478,-122.27596,1989,1.0,3,59955,0,59955,K-12 School,K-12 School,59955.0,,0.0,,0.0,93.0,1633399.375,0.0,1436416.0,196983.0,,20.48,0.34
130,SPS-District K-12,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1964,1.0,2,93218,0,93218,K-12 School,K-12 School,93218.0,,0.0,,0.0,86.0,2887392.0,0.0,1486758.0,1400634.0,,84.75,0.91
131,NonResidential,Other,4,NORTHEAST,47.67524,-122.31534,1941,1.0,4,56521,0,56521,Other,Other,49000.0,,0.0,,0.0,,6357632.0,0.0,6357631.0,0.0,,44.32,0.78
132,NonResidential,Other,4,NORTHEAST,47.67559,-122.31769,1929,1.0,2,206934,0,206934,"Other, Parking",Other,119146.0,Parking,0.0,,0.0,,4253577.5,0.0,2001103.0,2252474.0,,133.58,0.65
136,NonResidential,Hotel,5,NORTHWEST,47.73141,-122.3458,2001,1.0,4,51390,0,51390,"Hotel, Parking",Hotel,51390.0,Parking,0.0,,0.0,89.0,3611538.0,0.0,1398289.0,2213249.0,,127.29,2.48
137,SPS-District K-12,K-12 School,5,NORTHWEST,47.72463,-122.35315,1963,1.0,2,131013,0,131013,K-12 School,K-12 School,131909.0,,0.0,,0.0,88.0,3894584.5,0.0,1775488.0,2119097.0,,124.92,0.95
138,SPS-District K-12,K-12 School,5,NORTHWEST,47.7257,-122.33684,1959,1.0,1,245587,0,245587,K-12 School,K-12 School,245587.0,,0.0,,0.0,92.0,11765682.0,0.0,3926011.0,7839670.0,,443.73,1.81
139,NonResidential,Hotel,5,NORTHWEST,47.72551,-122.3423,2002,1.0,3,69138,0,69138,Hotel,Hotel,70609.0,,0.0,,0.0,78.0,3242458.0,0.0,1802889.0,1439568.0,,89.02,1.29
144,NonResidential,Hotel,7,DOWNTOWN,47.6048,-122.3368,1904,1.0,5,190980,0,190980,"Hotel, Parking",Hotel,190980.0,Parking,19051.0,,0.0,98.0,6505995.0,0.0,4402910.0,2103084.0,,142.39,0.75
145,Nonresidential COS,Other,7,DOWNTOWN,47.60804,-122.3367,1998,1.0,6,284100,0,284100,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,,0.0,,0.0,,14641502.0,4311136.0,9803021.0,527343.0,,429.12,1.51
147,NonResidential,Hospital,6,BALLARD,47.66737,-122.37956,1954,4.0,5,285333,0,285333,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661.0,Parking,148865.0,,0.0,14.0,68090728.0,0.0,35237205.0,32853512.0,,1990.5,6.98
148,SPS-District K-12,K-12 School,6,BALLARD,47.6706,-122.36225,1991,1.0,2,55513,0,55513,K-12 School,K-12 School,59097.0,,0.0,,0.0,93.0,1513570.75,0.0,1513571.0,0.0,,10.55,0.19
163,Nonresidential COS,Other,2,DOWNTOWN,47.60112,-122.32785,2006,1.0,4,61156,0,61156,"Office, Other",Other,42755.0,Office,29219.0,,0.0,,9363374.0,0.0,6947270.0,2416104.0,,176.75,2.89
167,NonResidential,Other,2,DOWNTOWN,47.59809,-122.32283,1910,1.0,4,72820,13820,59000,Museum,Museum,58000.0,,0.0,,0.0,,2010454.625,0.0,1311669.0,698785.0,,46.26,0.64
168,NonResidential,Hotel,7,MAGNOLIA / QUEEN ANNE,47.62614,-122.3467,1996,1.0,4,162222,14200,148022,"Hotel, Parking",Hotel,113702.0,Parking,32692.0,,0.0,76.0,7946961.0,0.0,4197462.0,3749499.0,,228.4,1.41
169,SPS-District K-12,K-12 School,2,SOUTHEAST,47.57589,-122.29365,1990,1.0,4,289588,0,289588,K-12 School,K-12 School,289588.0,,0.0,,0.0,90.0,8819852.0,0.0,6449764.0,2370086.0,,170.84,0.59
170,NonResidential,University,3,EAST,47.61495,-122.32177,1915,1.0,3,63330,0,63330,College/University,College/University,64820.0,,0.0,,0.0,,3059758.0,0.0,1911064.0,1148694.0,,74.33,1.17
172,Campus,University,1,DELRIDGE,47.547,-122.35307,1970,27.0,2,441071,0,441071,College/University,College/University,483000.0,,0.0,,0.0,,38301744.0,0.0,25314575.0,12987166.0,,866.23,1.96
173,NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,47.67828,-122.26456,2002,1.0,2,96300,0,96300,"Data Center, Office",Office,92300.0,Data Center,4944.0,,0.0,,16319835.0,0.0,13973696.0,2346137.0,,222.02,2.31
174,Nonresidential COS,Other,2,GREATER DUWAMISH,47.59545,-122.32146,1950,1.0,1,67356,0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,,0.0,,0.0,,7475577.5,0.0,4182001.0,3293576.0,,204.08,3.03
175,SPS-District K-12,K-12 School,3,CENTRAL,47.60598,-122.30156,2008,1.0,3,254523,0,254523,K-12 School,K-12 School,254523.0,,0.0,,0.0,60.0,13567774.0,0.0,7835065.0,5732708.0,,359.09,1.41
176,SPS-District K-12,K-12 School,2,SOUTHEAST,47.51482,-122.25864,2001,1.0,3,78804,0,78804,K-12 School,K-12 School,78804.0,,0.0,,0.0,92.0,2499140.0,0.0,1645214.0,853926.0,,56.82,0.72
177,SPS-District K-12,K-12 School,3,CENTRAL,47.61224,-122.29087,2002,1.0,3,66994,0,66994,K-12 School,K-12 School,66994.0,,0.0,,0.0,79.0,2371304.5,0.0,1824845.0,546459.0,,41.74,0.62
178,SPS-District K-12,K-12 School,2,GREATER DUWAMISH,47.52915,-122.28904,2000,1.0,3,98357,0,98357,K-12 School,K-12 School,98357.0,,0.0,,0.0,88.0,3456131.5,0.0,1927067.0,1529064.0,,94.64,0.96
179,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.53827,-122.28406,1958,1.0,1,54765,0,54765,"Office, Other",Office,25765.0,Other,25000.0,,0.0,,4253369.5,0.0,3569337.0,684032.0,,61.21,1.12
180,NonResidential,Other,2,GREATER DUWAMISH,47.53722,-122.284,2009,1.0,5,89821,0,89821,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,,1950092.5,0.0,67462.0,1882631.0,,100.46,1.12
182,NonResidential,University,7,MAGNOLIA / QUEEN ANNE,47.65147,-122.36122,1980,1.0,2,52611,0,52611,College/University,College/University,52611.0,,0.0,,0.0,,4116871.5,0.0,2479273.0,1637598.0,,104.26,1.98
183,NonResidential,Residence Hall,7,MAGNOLIA / QUEEN ANNE,47.65068,-122.36331,2001,1.0,4,139600,37500,102100,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,,0.0,,0.0,89.0,4448582.5,0.0,2316298.0,2132284.0,,129.39,0.93
185,SPS-District K-12,K-12 School,5,NORTH,47.70763,-122.29453,2011,1.0,2,236758,0,236758,"K-12 School, Parking",K-12 School,238550.0,Parking,0.0,,0.0,96.0,8355988.5,0.0,4789948.0,3566039.0,,222.78,0.94
