OSEBuildingID,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),Outlier,TotalGHGEmissions,GHGEmissionsIntensity
613,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60035,-122.33379,1900,1.0,4,84750,0,84750,"Enclosed Mall, Office",Office,41609.0,Enclosed Mall,28734.0,,0.0,,2094724.625,0.0,1846842.0,247883.0,,26.04,0.31
614,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60146,-122.33248,1900,1.0,6,75496,13320,62176,"Office, Restaurant, Retail Store",Office,45799.0,Retail Store,9739.0,Restaurant,4689.0,,3570161.75,0.0,3570162.0,0.0,,24.89,0.33
615,NonResidential,Large Office,7,DOWNTOWN,47.59962,-122.33247,1900,1.0,4,164380,0,164380,"Office, Retail Store",Office,123607.0,Retail Store,20795.0,,0.0,79.0,7655751.0,399538.3125,6196714.0,1059498.0,,130.31,0.79
616,NonResidential,Large Office,2,DOWNTOWN,47.59858,-122.33198,1907,1.0,7,160580,0,160580,Office,Office,160580.0,,0.0,,0.0,98.0,4336187.5,347207.9063,3014081.0,974898.0,,99.59,0.62
618,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60159,-122.32915,1909,1.0,6,73470,0,73470,"Non-Refrigerated Warehouse, Office, Retail Store",Office,47145.0,Non-Refrigerated Warehouse,9477.0,Retail Store,9477.0,83.0,3212269.0,0.0,3212269.0,0.0,,22.39,0.3
619,Nonresidential COS,Other,2,DOWNTOWN,47.59871,-122.3299,1906,1.0,3,67755,0,67755,"Data Center, Office, Other, Other - Entertainment/Public Assembly",Other,33647.0,Office,19705.0,Other - Entertainment/Public Assembly,11988.0,,1904480.0,0.0,1904480.0,0.0,,13.28,0.2
620,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.59334,-122.32905,1910,1.0,3,56700,0,56700,"Distribution Center, Non-Refrigerated Warehouse, Office",Office,26250.0,Distribution Center,18050.0,Non-Refrigerated Warehouse,12400.0,37.0,2371575.0,0.0,2045416.0,326159.0,,31.58,0.56
621,NonResidential,Warehouse,2,GREATER DUWAMISH,47.59366,-122.32666,1922,1.0,1,82852,0,82852,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,58472.0,Retail Store,23282.0,,0.0,83.0,2153603.5,0.0,1058065.0,1095539.0,,65.56,0.79
622,NonResidential,Other,2,GREATER DUWAMISH,47.57941,-122.33131,1953,1.0,2,76442,0,76442,"Distribution Center, Office, Other",Other,50500.0,Distribution Center,18000.0,Office,7604.0,,3978277.0,0.0,1705403.0,2272874.0,,132.6,1.73
623,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.57658,-122.33054,1962,1.0,2,92792,0,92792,"Distribution Center, Office",Distribution Center,85343.0,Office,13435.0,,0.0,56.0,3155496.0,0.0,2024573.0,1130923.0,,74.18,0.8
624,NonResidential,Other,2,GREATER DUWAMISH,47.58444,-122.33282,1941,2.0,2,125519,0,125519,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,142901.0,,0.0,,0.0,,2244317.0,0.0,2244317.0,0.0,,15.65,0.12
625,NonResidential,Large Office,2,GREATER DUWAMISH,47.58361,-122.33369,1900,1.0,4,129000,25800,103200,Office,Office,104869.0,,0.0,,0.0,80.0,4374646.0,0.0,4374645.0,0.0,,30.5,0.24
626,NonResidential,Warehouse,2,GREATER DUWAMISH,47.58781,-122.33264,1954,1.0,1,78814,0,78814,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,78814.0,,0.0,,0.0,69.0,861972.875,0.0,635127.0,226846.0,,16.48,0.21
627,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.59486,-122.33368,1904,1.0,4,58970,0,58970,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,39870.0,Non-Refrigerated Warehouse,11600.0,Multifamily Housing,7000.0,,1776411.75,0.0,1152375.0,624037.0,,41.18,0.7
628,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.59403,-122.33367,1910,1.0,6,75600,10800,64800,"Distribution Center, Office, Parking",Distribution Center,51040.0,Office,10500.0,Parking,6000.0,15.0,2688675.75,0.0,2688675.0,0.0,,18.74,0.25
629,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.59363,-122.33371,1907,1.0,4,56270,0,56270,"Distribution Center, Non-Refrigerated Warehouse, Office, Retail Store",Distribution Center,39884.0,Non-Refrigerated Warehouse,9270.0,Office,4116.0,,1056782.125,0.0,1056782.0,0.0,,7.37,0.13
630,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59701,-122.33378,1904,1.0,4,66842,0,66842,"Office, Retail Store",Office,43122.0,Retail Store,10514.0,,0.0,31.0,5608600.5,0.0,3457540.0,2151060.0,,138.35,2.07
632,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59639,-122.33368,1909,1.0,6,75288,10800,64488,"Office, Parking",Office,65508.0,Parking,10918.0,,0.0,81.0,2891605.0,0.0,2891229.0,376.0,,20.18,0.27
633,NonResidential,Large Office,2,DOWNTOWN,47.59806,-122.33475,1904,1.0,7,184322,0,184322,"Data Center, Office",Office,183916.0,Data Center,406.0,,0.0,81.0,9722890.0,0.0,9722889.0,0.0,,67.78,0.37
634,NonResidential,Large Office,2,DOWNTOWN,47.59767,-122.33467,2009,1.0,7,287853,0,287853,"Office, Retail Store",Office,273812.0,Retail Store,12102.0,,0.0,43.0,25567108.0,0.0,25482582.0,84524.0,,182.14,0.63
635,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.59202,-122.33486,1914,1.0,2,64512,0,64512,Office,Office,63000.0,,0.0,,0.0,53.0,5968153.5,0.0,2952139.0,3016015.0,,180.76,2.8
637,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.58924,-122.33566,2009,1.0,6,286000,111774,174226,"Distribution Center, Office, Other, Other - Recreation, Parking",Parking,111774.0,Office,108747.0,Other,49271.0,,63835192.0,0.0,63822136.0,13053.0,,445.62,1.56
638,NonResidential,Warehouse,2,GREATER DUWAMISH,47.58365,-122.33467,1926,1.0,7,144050,0,144050,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,144050.0,,0.0,,0.0,26.0,3929371.0,0.0,2389825.0,1539546.0,,98.43,0.68
639,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.58252,-122.33465,1930,1.0,3,60592,0,60592,Office,Office,60384.0,,0.0,,0.0,16.0,5049446.5,0.0,4788414.0,261032.0,,47.25,0.78
640,NonResidential,Large Office,2,GREATER DUWAMISH,47.58181,-122.33534,1912,1.0,6,1380959,0,1380959,"Non-Refrigerated Warehouse, Office, Retail Store",Office,1000730.0,Retail Store,281296.0,Non-Refrigerated Warehouse,220303.0,79.0,74130576.0,0.0,67760546.0,6370020.0,,810.7,0.59
641,NonResidential,Retail Store,2,GREATER DUWAMISH,47.57842,-122.33558,1993,1.0,1,107930,0,107930,Retail Store,Retail Store,107704.0,,0.0,,0.0,57.0,7221482.5,0.0,6136093.0,1085388.0,,100.42,0.93
642,NonResidential,Warehouse,2,GREATER DUWAMISH,47.57096,-122.3355,1926,1.0,1,99084,0,99084,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,99084.0,,0.0,,0.0,83.0,1618110.375,0.0,795088.0,823022.0,,49.25,0.5
647,NonResidential,Distribution Center,1,DELRIDGE,47.56676,-122.35247,1953,1.0,1,72719,0,72719,Distribution Center,Distribution Center,72719.0,,0.0,,0.0,28.0,2581741.75,0.0,2045435.0,536307.0,,42.74,0.59
649,NonResidential,Small- and Mid-Sized Office,3,EAST,47.59534849,-122.327269,1930,1.0,4,76624,0,76624,Office,Office,76624.0,,0.0,,0.0,91.0,2773647.5,0.0,2468547.0,305100.0,,33.41,0.44
650,NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,47.66158,-122.31625,2001,1.0,6,91706,36583,55123,"Office, Other, Parking",Office,53281.0,Parking,34701.0,Other,3724.0,2.0,8570571.0,0.0,8570570.0,0.0,,59.75,0.65
651,NonResidential,Medical Office,7,LAKE UNION,47.62395,-122.33392,2008,1.0,5,129093,39902,89191,"Medical Office, Other, Parking",Medical Office,89131.0,Parking,37652.0,Other,5615.0,6.0,19248732.0,0.0,11800324.0,7448407.0,,477.85,3.7
652,NonResidential,Large Office,1,DELRIDGE,47.56787,-122.36419,1991,1.0,5,138106,16221,121885,"Office, Parking",Office,119083.0,Parking,16221.0,,0.0,41.0,8381834.5,0.0,8381833.0,0.0,,58.43,0.42
654,NonResidential,Retail Store,2,GREATER DUWAMISH,47.56664,-122.32346,1973,1.0,1,56572,0,56572,Retail Store,Retail Store,56576.0,,0.0,,0.0,66.0,2409429.0,0.0,1315085.0,1094344.0,,67.29,1.19
656,NonResidential,Medical Office,3,EAST,47.60979,-122.32298,2004,1.0,0,225982,0,225982,Medical Office,Medical Office,200184.0,,0.0,,0.0,53.0,20560622.0,7815663.0,12744957.0,0.0,,692.12,3.06
657,NonResidential,Mixed Use Property,7,DOWNTOWN,47.61783,-122.33729,2006,1.0,0,516407,0,516407,"Financial Office, Hotel, Multifamily Housing, Other, Parking, Restaurant, Supermarket/Grocery Store",Parking,385196.0,Multifamily Housing,340236.0,Hotel,67627.0,31.0,39403320.0,0.0,29432803.0,9970512.0,,734.72,1.42
658,NonResidential,Large Office,2,DOWNTOWN,47.59794,-122.32767,2000,1.0,11,312512,0,312512,"Data Center, Office, Restaurant",Office,303312.0,Data Center,4738.0,Restaurant,4462.0,,25747022.0,0.0,25619164.0,127855.0,,185.39,0.59
659,NonResidential,Large Office,7,DOWNTOWN,47.6074,-122.33777,2005,1.0,42,1592914,0,1592914,"Data Center, Financial Office, Office, Parking, Restaurant",Office,914832.0,Parking,348788.0,Financial Office,303910.0,97.0,56498868.0,986403.1875,55123924.0,388532.0,,481.06,0.3
660,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61077,-122.3361,1926,1.0,6,97720,0,97720,"Data Center, Office, Retail Store",Office,51881.0,Data Center,11999.0,Retail Store,9713.0,,2478025.25,0.0,2478025.0,0.0,,17.28,0.18
661,NonResidential,Medical Office,3,EAST,47.61002,-122.32222,1985,1.0,10,422503,206580,215923,Medical Office,Medical Office,197408.0,,0.0,,0.0,46.0,17254810.0,994154.3125,16260654.0,0.0,,190.1,0.45
671,NonResidential,Medical Office,3,CENTRAL,47.60649,-122.31121,1987,1.0,7,94500,0,94500,Medical Office,Medical Office,113739.0,,0.0,,0.0,68.0,5792926.0,0.0,5792925.0,0.0,,40.38,0.43
673,NonResidential,Retail Store,1,DELRIDGE,47.53655,-122.36377,2005,1.0,1,94713,0,94713,Retail Store,Retail Store,109758.0,,0.0,,0.0,79.0,5417598.0,0.0,4182901.0,1234697.0,,94.74,1.0
674,NonResidential,Medical Office,7,EAST,47.60707,-122.3288,2008,1.0,9,302902,101342,201560,"Medical Office, Parking",Medical Office,201365.0,Parking,86270.0,,0.0,58.0,14751117.0,0.0,14155468.0,595647.0,,130.32,0.43
677,NonResidential,Medical Office,3,EAST,47.60883,-122.32494,1973,1.0,19,319911,156407,163504,"Medical Office, Parking",Medical Office,170727.0,Parking,69171.0,,0.0,50.0,15067340.0,3593940.25,11473398.0,0.0,,357.39,1.12
678,NonResidential,Large Office,7,DOWNTOWN,47.60353,-122.33558,1900,1.0,6,205521,0,205521,"Office, Retail Store",Office,114919.0,Retail Store,28643.0,,0.0,94.0,8138616.5,2068666.75,4325997.0,1743952.0,,282.46,1.37
679,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60197,-122.33437,1900,1.0,6,56700,0,56700,"Office, Retail Store",Office,46000.0,Retail Store,10500.0,,0.0,55.0,3065954.5,0.0,3065954.0,0.0,,21.37,0.38
680,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.59554,-122.32471,1925,1.0,4,72000,0,72000,Office,Office,72000.0,,0.0,,0.0,89.0,2729167.75,0.0,2632591.0,96576.0,,23.48,0.33
681,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.63347,-122.34078,2000,1.0,4,191146,94892,96254,"Office, Parking",Office,103000.0,Parking,80000.0,,0.0,93.0,5101504.5,0.0,5101504.0,0.0,,35.56,0.19
682,NonResidential,Other,1,DELRIDGE,47.56797,-122.36711,2001,1.0,3,68763,11527,57236,"Other - Recreation, Parking, Swimming Pool",Other - Recreation,50000.0,Parking,11527.0,Swimming Pool,0.0,,9029489.0,0.0,3670762.0,5358726.0,,310.19,4.51
683,NonResidential,Other,2,SOUTHEAST,47.56961,-122.28881,1994,3.0,1,102133,0,102133,"Parking, Strip Mall",Strip Mall,107427.0,Parking,0.0,,0.0,,20725996.0,0.0,12356956.0,8369038.0,,530.62,5.2
685,NonResidential,Large Office,7,DOWNTOWN,47.61567,-122.33503,2008,1.0,14,362046,0,362046,"Office, Other, Parking",Office,232443.0,Parking,97874.0,Other,3534.0,86.0,15725581.0,0.0,15566951.0,158627.0,,116.95,0.32
689,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.35521,1994,3.0,2,81336,0,81336,Lifestyle Center,Lifestyle Center,81385.0,,0.0,,0.0,,13085297.0,0.0,9206777.0,3878519.0,,270.17,3.32
690,NonResidential,Large Office,7,DOWNTOWN,47.6115,-122.33278,2001,1.0,23,538933,0,538933,"Office, Parking",Office,366554.0,Parking,122821.0,,0.0,90.0,16020642.0,0.0,16020640.0,0.0,,111.69,0.21
692,NonResidential,Other,7,DOWNTOWN,47.61234,-122.34897,1983,1.0,6,275982,197130,78852,"Office, Parking",Parking,197040.0,Office,78852.0,,0.0,,5233553.5,0.0,5233553.0,0.0,,36.49,0.13
693,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.62497,-122.35965,1982,1.0,5,98668,0,98668,Office,Office,98668.0,,0.0,,0.0,91.0,4391348.0,0.0,4391348.0,0.0,,30.61,0.31
694,NonResidential,Large Office,2,GREATER DUWAMISH,47.57639,-122.32072,2007,1.0,1,158931,28381,130550,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,80157.0,Multifamily Housing,34302.0,Parking,26937.0,12.0,8751704.0,0.0,7938248.0,813455.0,,98.54,0.62
696,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.65692,-122.37059,1978,1.0,1,105100,0,105100,Office,Office,105100.0,,0.0,,0.0,1.0,22078064.0,0.0,17657706.0,4420357.0,,357.86,3.4
701,NonResidential,Retail Store,7,MAGNOLIA / QUEEN ANNE,47.63284,-122.37712,1978,1.0,1,50660,0,50660,Retail Store,Retail Store,50660.0,,0.0,,0.0,51.0,2661488.0,0.0,1747974.0,913514.0,,60.7,1.2
702,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63156,-122.37551,1937,1.0,2,61929,0,61929,Office,Office,39879.0,,0.0,,0.0,59.0,2203026.5,0.0,1328054.0,874972.0,,55.73,0.9
703,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62302,-122.36476,2000,1.0,4,165111,55000,110111,"Data Center, Office, Parking",Office,104667.0,Parking,55000.0,Data Center,5444.0,1.0,25478086.0,0.0,25478083.0,0.0,,177.62,1.08
704,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62235,-122.36378,2000,1.0,4,129551,42500,87051,"Data Center, Office, Parking",Office,82273.0,Parking,42500.0,Data Center,4778.0,1.0,27137190.0,0.0,27137187.0,0.0,High outlier,189.18,1.46
19755,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61588,-122.34965,1925,1.0,3,20565,0,20565,Office,Office,20565.0,,0.0,,0.0,65.0,802312.5,0.0,802312.0,0.0,,5.59,0.27
705,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62175,-122.36313,2000,1.0,5,159937,55971,103966,"Office, Parking",Office,106449.0,Parking,50258.0,,0.0,63.0,7857972.5,0.0,7857972.0,0.0,,54.78,0.34
706,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62101,-122.36188,2008,1.0,5,183964,46763,137201,"Data Center, Office, Parking",Office,133451.0,Parking,46763.0,Data Center,3750.0,56.0,14856199.0,0.0,14856198.0,0.0,,103.57,0.56
707,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.61891,-122.35958,1986,1.0,5,208210,78848,129362,"Office, Parking",Office,109978.0,Parking,78848.0,,0.0,95.0,5514308.5,0.0,3817281.0,1697027.0,,116.74,0.56
708,NonResidential,Large Office,7,DOWNTOWN,47.61813,-122.35833,1986,1.0,7,277486,80283,197203,"Office, Other, Parking",Office,178625.0,Parking,87624.0,Other,14653.0,63.0,12729858.0,0.0,12729856.0,0.0,,88.74,0.32
709,NonResidential,Large Office,7,DOWNTOWN,47.614,-122.35375,1993,1.0,3,187130,0,187130,"Non-Refrigerated Warehouse, Office, Other, Other - Recreation, Other - Services, Restaurant",Office,171783.0,Non-Refrigerated Warehouse,9581.0,Other - Recreation,4413.0,77.0,10053489.0,0.0,10053488.0,0.0,,70.09,0.37
710,NonResidential,Large Office,7,DOWNTOWN,47.61287,-122.35022,2000,1.0,5,251044,117867,133177,"Data Center, Office",Office,126218.0,Data Center,12717.0,,0.0,99.0,17186624.0,0.0,17186623.0,0.0,,119.81,0.48
711,NonResidential,Warehouse,7,DOWNTOWN,47.60703,-122.34038,1912,1.0,5,154330,0,154330,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,95330.0,,0.0,,0.0,81.0,1262235.25,0.0,1262235.0,0.0,,8.8,0.06
712,NonResidential,Large Office,7,DOWNTOWN,47.60604,-122.33948,1918,1.0,6,108245,14690,93555,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Office,64055.0,Adult Education,14621.0,Parking,12359.0,,4515180.5,266262.0,4248918.0,0.0,,50.17,0.46
713,NonResidential,Large Office,7,DOWNTOWN,47.6047,-122.33739,1905,1.0,6,167860,0,167860,"Data Center, Office, Retail Store",Office,110370.0,Retail Store,19801.0,Data Center,634.0,70.0,6797647.0,0.0,6797646.0,0.0,,47.39,0.28
715,NonResidential,Large Office,7,DOWNTOWN,47.60247,-122.33621,1910,1.0,6,112560,0,112560,"Office, Retail Store",Office,80400.0,Retail Store,16080.0,,0.0,86.0,4946798.5,0.0,3574020.0,1372778.0,,97.82,0.87
716,NonResidential,Retail Store,7,DOWNTOWN,47.60223,-122.33602,1910,1.0,6,86204,0,86204,Retail Store,Other,67670.0,Retail Store,13534.0,,0.0,89.0,3241917.0,0.0,2235899.0,1006018.0,,69.02,0.8
717,Nonresidential COS,Warehouse,2,GREATER DUWAMISH,47.5829,-122.32417,1985,1.0,2,145158,0,145158,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,101633.0,Office,48544.0,Other,10270.0,51.0,8384523.0,0.0,7062138.0,1322385.0,,119.46,0.82
718,NonResidential,Large Office,2,GREATER DUWAMISH,47.58716,-122.32214,1951,1.0,2,112896,0,112896,"Office, Parking",Office,110746.0,Parking,57500.0,,0.0,66.0,10287986.0,0.0,8429189.0,1858797.0,,157.48,1.39
719,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.58685,-122.32501,1960,1.0,1,110613,0,110613,"Distribution Center, Office",Distribution Center,99551.0,Office,11061.0,,0.0,95.0,1015060.188,0.0,1015060.0,0.0,,7.08,0.06
720,NonResidential,Warehouse,2,GREATER DUWAMISH,47.58553,-122.32511,1951,1.0,4,149881,0,149881,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,119593.0,Office,30288.0,,0.0,97.0,2417401.25,0.0,705059.0,1712342.0,,95.86,0.64
722,NonResidential,Warehouse,2,GREATER DUWAMISH,47.58042,-122.32552,1951,1.0,3,98220,0,98220,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,129420.0,,0.0,,0.0,12.0,6468090.0,0.0,5813591.0,654498.0,,75.29,0.77
723,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.58096,-122.32313,1970,1.0,1,84420,0,84420,"Distribution Center, Office, Retail Store",Distribution Center,44300.0,Office,24838.0,Retail Store,12349.0,55.0,2848317.25,0.0,2848317.0,0.0,,19.86,0.24
725,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.57055,-122.3267,1961,1.0,1,73335,0,73335,"Distribution Center, Parking",Distribution Center,73335.0,Parking,0.0,,0.0,,5197118.0,0.0,2606839.0,2590279.0,,155.74,2.12
727,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.5794,-122.32848,1928,1.0,2,56876,0,56876,"Distribution Center, Office, Retail Store",Distribution Center,48400.0,Office,4276.0,Retail Store,4200.0,,1791715.625,0.0,1011283.0,780432.0,,48.5,0.85
728,NonResidential,Warehouse,2,GREATER DUWAMISH,47.58241,-122.32866,1931,1.0,2,61200,0,61200,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61200.0,,0.0,,0.0,16.0,4912143.0,0.0,1782902.0,3129241.0,,178.62,2.92
729,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.58772,-122.32686,1987,1.0,1,111908,0,111908,Distribution Center,Distribution Center,109090.0,,0.0,,0.0,87.0,1555420.25,0.0,1050508.0,504912.0,,34.14,0.31
730,NonResidential,Other,2,GREATER DUWAMISH,47.5908,-122.32828,1986,3.0,2,63644,0,63644,"Other - Public Services, Parking",Other - Public Services,65700.0,Parking,0.0,,0.0,,6858533.5,0.0,4242711.0,2615822.0,,168.5,2.65
731,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.59439,-122.32839,1930,3.0,2,108753,18860,89893,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,58605.0,Multifamily Housing,24338.0,Retail Store,18864.0,,3639670.25,0.0,3639670.0,0.0,,25.37,0.23
732,NonResidential,Supermarket / Grocery Store,6,NORTHWEST,47.69197,-122.35877,1970,1.0,1,141890,35545,106345,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,168735.0,Parking,0.0,Parking,0.0,91.0,16865978.0,0.0,13051820.0,3814156.0,,293.56,2.07
734,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.6633,-122.37549,2001,1.0,4,92092,21055,71037,Office,Office,70074.0,,0.0,,0.0,5.0,4817062.0,0.0,4817062.0,0.0,,33.58,0.36
735,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,47.6592,-122.38437,1974,1.0,3,56259,0,56259,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,31582.0,Retail Store,20962.0,Office,3715.0,,2346571.5,0.0,817697.0,1528874.0,,86.9,1.54
738,NonResidential,Other,4,NORTHEAST,47.65529,-122.32133,2006,1.0,6,143439,0,143439,"Other, Parking",Other,119570.0,Parking,23869.0,,0.0,,25631512.0,0.0,14100771.0,11530741.0,,710.7,4.95
739,NonResidential,Large Office,6,LAKE UNION,47.64912,-122.34823,2008,1.0,4,202623,88855,113768,"Fitness Center/Health Club/Gym, Office, Parking",Office,105206.0,Parking,31992.0,Fitness Center/Health Club/Gym,6374.0,73.0,8873485.0,0.0,8873484.0,0.0,,61.86,0.31
740,NonResidential,Small- and Mid-Sized Office,6,LAKE UNION,47.64932,-122.35187,2000,1.0,2,77174,25800,51374,Office,Office,77174.0,,0.0,,0.0,33.0,5481549.0,0.0,5481548.0,0.0,,38.21,0.5
741,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62817,-122.34212,1998,1.0,5,110524,0,110524,"Office, Other, Parking",Office,98781.0,Other,8634.0,Parking,0.0,57.0,6859198.0,0.0,6859197.0,0.0,,47.82,0.43
742,NonResidential,Mixed Use Property,3,LAKE UNION,47.6289,-122.32877,2008,1.0,5,287224,103650,183574,"Data Center, Office, Other, Parking",Parking,97500.0,Office,88051.0,Other,54106.0,,21042926.0,0.0,17407502.0,3635421.0,,314.43,1.09
743,NonResidential,Laboratory,3,LAKE UNION,47.63079,-122.32693,1999,1.0,4,115748,18382,97366,Laboratory,Laboratory,97365.0,,0.0,,0.0,,36436388.0,0.0,16913185.0,19523202.0,,1154.79,9.98
744,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62225,-122.35915,2000,1.0,7,241875,84689,157186,"Office, Parking",Office,163082.0,Parking,83425.0,,0.0,88.0,8655604.0,0.0,8488392.0,167210.0,,68.06,0.28
745,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.61949,-122.35639,1974,1.0,5,102930,18720,84210,"Office, Parking",Office,89075.0,Parking,15164.0,,0.0,85.0,4750799.0,0.0,4059275.0,691523.0,,65.03,0.63
748,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61472,-122.35566,1902,1.0,3,76893,0,76893,"Office, Parking, Retail Store",Office,90345.0,Parking,33380.0,Retail Store,15845.0,,12029600.0,0.0,8209260.0,3820339.0,,260.13,3.38
749,NonResidential,Large Office,7,DOWNTOWN,47.61732,-122.34791,1975,1.0,8,150000,23630,126370,"Office, Parking",Office,126648.0,Parking,23913.0,,0.0,65.0,9343428.0,0.0,8155743.0,1187684.0,,119.93,0.8
750,NonResidential,Large Office,7,DOWNTOWN,47.61628,-122.33391,1953,1.0,7,274362,0,274362,Office,Office,274362.0,,0.0,,0.0,82.0,16540550.0,0.0,15836054.0,704494.0,,147.82,0.54
751,NonResidential,Large Office,7,DOWNTOWN,47.61599,-122.34165,1983,1.0,15,378002,116280,261722,"Office, Parking",Office,270237.0,Parking,71602.0,,0.0,85.0,17750994.0,0.0,15083312.0,2667680.0,,246.83,0.65
752,NonResidential,Large Office,7,DOWNTOWN,47.61481,-122.33969,1963,1.0,11,169020,0,169020,"Bar/Nightclub, Office, Personal Services (Health/Beauty, Dry Cleaning, etc)",Office,156414.0,Bar/Nightclub,10337.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",8208.0,83.0,11480494.0,2887565.25,7209495.0,1383432.0,,346.62,2.05
753,NonResidential,Other,7,DOWNTOWN,47.61438,-122.33871,1981,1.0,33,429405,0,429405,"Data Center, Office",Data Center,218997.0,Office,210409.0,,0.0,98.0,274682208.0,0.0,274532495.0,149672.0,,1921.82,4.48
775,NonResidential,Large Office,7,DOWNTOWN,47.60454,-122.33072,1985,1.0,76,1952220,319400,1632820,"Office, Parking",Office,1680937.0,Parking,319368.0,,0.0,86.0,92937640.0,0.0,87851862.0,5085763.0,,882.56,0.45
754,NonResidential,Large Office,7,DOWNTOWN,47.61418,-122.33485,1981,1.0,19,383515,89778,293737,"Medical Office, Office, Parking",Office,312442.0,Parking,84800.0,Medical Office,18799.0,90.0,15878689.0,0.0,15878687.0,0.0,,110.7,0.29
755,NonResidential,Medical Office,7,DOWNTOWN,47.6129,-122.33684,1925,1.0,18,363934,28870,335064,"Medical Office, Parking, Retail Store",Medical Office,281598.0,Parking,27597.0,Retail Store,21519.0,68.0,22104512.0,6090187.5,16002341.0,11981.0,,582.28,1.6
756,NonResidential,Retail Store,7,DOWNTOWN,47.61203,-122.33486,1929,1.0,4,78920,0,78920,Retail Store,Retail Store,78920.0,,0.0,,0.0,80.0,8303666.5,0.0,7177346.0,1126320.0,,109.85,1.39
